Player Surname,Successful Dist P90
Schwarzer,11.7
Vorm,11.4594594595
Szczesny,11.2631578947
Friedel,10.8947368421
Reina,10.6714706846
Howard,10.2105263158
Jääskeläinen,9.88888888889
Cech,9.85294117647
Ruddy,9.48795180723
Foster,9.45945945946
Al-Habsi,9.26315789474
De Gea,8.89655172414
Hart,8.55263157895
Bogdan,7.9
Hennessey,7.88235294118
Begovic,7.66533066132
Given,7.31966053748
Krul,7.23684210526
Kenny,7.18181818182
Sørensen,6.57303370787
Mignolet,6.15623785464
Robinson,4.82352941176
